Date,E72119,H89777,F85464,H25081,H90004,F24440,G54244,H90047,H75846,B89546,H87666,H70121,H75906,I83509,F88857,H70826,E20204,F81043,E11600,E90081,H88608,C89731,H89262,E89070,E10382,I65752,H86222,E37381,H75811,I35124,H85414,E78705,E83910,H77369,H90108,E89216,H90495,E37402,I87510,I86122,G82171,E42614,H83683,I75912,G89866,H85789,G82777,D34367,E92583,E87034,D11308,H50702,E86242,H72231,H88290,I79698,E30648,F12758,E87268,I83303,H71175,H41187,H89897,H77120,D84010,E79108,C63132,I89927,G81481,D88660,H89050,G88901,H84767,H83218,E25452,E82651,H90082,I74500,H89995,E88839,F29647,G76360,H78943,C76279,H89994,G77584,H89323,D81084,H80779,H88291,E11825
Y2009M6,0.071942,0.00851,-0.204,-0.02214,-0.010954,0.096824,-0.099822,0.128801,-0.083871,-0.10498,0.02047,0.013423,-0.053857,0.009956,0.104714,0.016341,-0.053859,0.048945,0.04648,0.107969,-0.003766,0.057024,-0.015217,-0.043771,-0.030372,0.107421,0.068779,-0.011976,-0.031546,0.145048,0.129125,-0.110169,0,-0.051782,-0.021678,0.032009,-0.072936,0.031207,-0.014599,-0.100548,0.02425,0.077083,-0.131661,0.009499,0.081525,-0.066996,-0.024739,0.025549,0.093617,0.039987,-0.01546,-0.103943,0.188148,0.0434,-0.104703,-0.005863,-0.022703,-0.059318,-0.032377,-0.02439,-0.073057,0.104928,-0.023489,0.109911,0.121041,-0.365072,-0.011573,0.130647,-0.059638,-0.058813,0.022684,-0.005436,0.006685,-0.008756,0.015322,0.188135,-0.132107,0.122857,0.034452,0.154971,-0.082593,-0.325,-0.000342,0.014134,-0.013583,-0.112074,-0.221152,-0.036496,-0.077297,-0.002086,0.079545
Y2009M7,0.47651,0.063585,0.386935,0.127187,0.079646,0.075388,0.023762,0.128679,-0.144366,0.036842,0.266716,0.097987,0.021898,0.073147,0.128422,0.091901,-0.048857,0.059332,0.090939,-0.031322,0.124828,0.203947,0.072848,0.093897,-0.088582,-0.070836,0.074,-0.024242,0.009772,0.140486,0.112946,0.066667,0.100402,-0.017388,0.074908,0.056685,0.071797,-0.002328,-0.037037,-0.014228,0.432756,0.06383,0.371841,0.104363,0.090577,0.095957,0.111612,-0.012456,-0.060311,0.085332,0.03855,0.058,0.150249,0.04171,0.122894,0.120577,0.35078,-0.078683,-0.023295,-0.05,0.188682,-0.062434,0.084452,0.138415,0.121762,0.392376,-0.080362,0.106911,0.095487,0.177959,0.071554,0.110472,0.064823,0.105025,0.219388,-0.023703,0.045279,0.094148,0.05881,0.053165,0.115199,-0.037037,0.041962,-0.116725,0.089521,-0.01983,0.123539,-0.037879,0.24386,0.073782,0.175439
Y2009M8,0.254545,0.011599,-0.028985,0.118708,0.052225,0.039203,0.121857,-0.005054,-0.131687,0.036258,-0.126301,0.297066,0.002381,-0.200073,-0.073946,0.045779,0.115457,0.007453,0.011095,0.047904,0.06292,0.301866,-0.053498,0.016094,-0.063932,0.197115,0.048745,0.086957,0.022581,0.066667,0.02908,0.125,-0.009124,0.034897,0.018593,0.088106,0.004819,-0.006,0.253846,-0.08866,-0.048635,0.072727,0.053947,0.030209,-0.03233,0.022222,0.006881,-0.081406,0.084886,0.029555,-0.021469,0.281664,-0.080522,0.035076,-0.043248,-0.025731,-0.021434,0.119412,0.12088,0.736842,0.20032,-0.008954,-0.002327,0.079295,-0.054873,0.726776,0.049479,-0.045073,0.082827,-0.060542,0.035572,-0.042746,0.461821,0.061829,-0.012552,0.000597,0.008295,0.046512,0.021369,-0.1875,0.066406,-0.076923,-0.005744,0.086785,0.120473,-0.14512,0.001486,-0.102362,0.147617,0.047909,-0.080597
Y2009M9,-0.050725,0.023421,0.097015,0.114361,0.032272,0.057545,-0.017241,0.079522,0.440758,0.23303,0.060421,0.040528,0.134917,-0.02136,-0.127511,0.0425,0.099702,-0.000972,0.025801,-0.011429,0.05012,-0.047217,-0.074317,0.128828,0.005527,-0.027539,0.091331,-0.022857,-0.147034,0.033947,0.085928,-0.02381,-0.023941,0.238073,0.016813,0.003114,0.102398,0.025486,0.018405,-0.067873,0.09417,0.001695,0.00875,0.039098,0.067972,0.07087,0.103012,0.002421,0.01145,0.006689,0.109494,0.147813,0.126036,0.043934,0.136531,0.096639,0.147431,0.022976,0.094924,0.106061,-0.04838,0.041379,0.155452,0.144694,0.08217,0.36076,0.047065,0.201267,-0.02523,0.026499,0.098432,0.037528,-0.01813,0.045236,0.001695,0.110979,0.001828,-0.084667,0.020266,0.121302,0.020554,0.008333,0.060427,-0.013612,0.020177,0.290737,-0.252456,0.070175,0.009366,0.048772,0.092533
Y2009M10,-0.015267,-0.025087,-0.05102,-0.064712,-0.026476,0.014964,0,-0.017516,-0.3125,-0.042565,-0.1242,-0.125,-0.033319,-0.042244,0.00938,-0.022323,0.079039,0.036965,-0.045744,0.041619,-0.058349,-0.140708,-0.049587,-0.016464,-0.096977,-0.042478,-0.0125,0.181287,-0.005618,-0.061168,-0.067806,-0.028455,0.069811,0.046279,-0.035743,-0.013039,-0.019929,-0.081753,-0.114458,-0.283981,0.032787,-0.137056,-0.130112,0.078871,-0.068501,-0.074969,-0.007572,-0.081401,-0.037736,-0.063954,-0.007263,-0.036794,-0.045192,-0.036651,-0.05763,0.019157,-0.160767,-0.101604,-0.03574,0.09589,-0.065648,-0.014901,-0.073089,-0.110236,-0.155087,-0.253488,-0.099947,-0.089301,-0.072925,-0.009278,-0.092486,0.032979,-0.003312,-0.015654,-0.059932,0.028106,-0.005474,0.034232,-0.02999,-0.044855,-0.027969,-0.048264,-0.050308,-0.183993,-0.057267,-0.06239,-0.188,-0.016393,-0.028766,-0.022422,-0.104012
Y2009M11,-0.139535,0.030172,0.483871,0.025946,0.060633,0.041541,0.190351,0.115931,0.16268,0.036752,0.026535,0.027197,-0.019197,0.133546,0.042888,0.041739,0.010772,0.036398,0.010922,0.00111,0.035914,-0.007239,0.052174,0.125547,0.085217,0.010474,0.075,-0.034653,0.033898,0.043764,0.088705,-0.071046,0.095238,0.075506,0.027431,0.019583,0.082241,-0.024929,-0.122449,0.016949,0.220317,0.036471,-0.42735,0.01006,0.009265,0.027458,0.066202,-0.077778,0.137255,0.102465,0.08066,0.028649,-0.014365,0.05198,0.053402,0.016112,0.040422,-0.025872,-0.112752,0.25,-0.045614,0.129972,0.033012,-0.032985,0.113463,0.258567,0.100176,0.370004,0.085088,-0.008061,0.020688,0.076468,0.040613,0.033209,0.033698,0.023507,0.033028,0.079812,0.087533,-0.013812,0.105088,-0.088225,0.069433,-0.034949,0.039432,-0.08897,-0.046798,-0.016667,-0.008401,0.053911,0.018242
Y2009M12,-0.153153,0.037141,-0.028985,0.040393,0.012211,0.066185,-0.121592,0.111085,0.053498,0.077759,0.034955,0.160896,-0.041815,0.019455,0.00329,0.02328,0.095528,0.025887,0.057023,-0.056541,0.068314,0.025,-0.002418,-0.001014,0.079327,0.146951,0.059677,0.076923,-0.103825,0.050757,-0.016839,-0.126205,0.117552,-0.010083,0.21151,0.104089,0.087056,0.088751,0.155039,0.043333,-0.139636,0.127507,-0.311721,0.084993,0.123924,0.02069,0.023965,0.131956,0.113793,0.055496,-0.003497,0.14479,0.204596,0.033965,0.077522,-0.046512,0.184211,0.052502,0.043082,-0.2,0.02521,0.052367,0.037433,0.046589,-0.005921,0.365099,0.003217,-0.020314,-0.013682,0.052462,0.015662,0.054258,0.146709,0.009546,0.10837,0.0541,-0.01421,0.004348,0.02782,0,0.056377,0.133333,-0.035798,0.244159,-0.000923,0.070958,-0.124031,0.237288,0.126426,0.035709,0.092834
Y2010M1,0.239362,0.011596,0.08209,0.167061,-0.024503,-0.008336,0.031879,-0.066805,0.0625,-0.166578,0.018454,-0.001754,0.051966,-0.121077,-0.084769,0.015044,-0.003266,-0.012352,-0.046631,0.037603,-0.019435,0.242886,-0.010909,-0.0472,-0.076095,-0.051568,-0.04215,0.166667,0.042683,-0.106916,0.001729,0.030928,0.044669,-0.027852,0.002647,0.007576,-0.088958,-0.094935,0.899329,-0.019169,-0.177903,0.026846,0.286232,0.013464,-0.042879,-0.024723,-0.076809,-0.122909,0.235263,-0.021004,-0.048246,0.059102,-0.114007,-0.01,-0.069391,0.186253,-0.071685,-0.059272,0.121922,0.25625,0.006788,-0.053588,0.002659,-0.0408,-0.109091,0.196736,-0.039017,-0.12914,0.025259,-0.117861,0.028797,-0.014309,-0.070929,-0.043576,-0.042604,-0.080374,0.075676,0.032468,0.004244,-0.033613,-0.067367,-0.019748,-0.015269,-0.052582,-0.008953,0.043033,0.324484,0.60274,-0.04339,-0.023608,0.081967
Y2010M2,0.017167,0.057991,0.041379,0.045494,0.026159,0.009387,0.056927,0.120952,0.422794,-0.024825,-0.013802,-0.001781,0.016911,-0.113631,0.023946,-0.021637,0.044233,0.005896,-0.013123,0.064553,0.046487,0.07055,0.022059,0.017933,-0.024106,0.016256,0.088669,-0.081633,-0.001949,0.089956,0.057537,0.05,0.041379,0.031542,0.075034,0.089435,0.056959,0.127131,-0.081272,-0.058632,0.058616,0.112745,-0.08169,0.051329,0.021333,-0.149038,0.055105,0.047702,0.015063,0.104134,-0.028203,0.138393,0.198208,0.017997,-0.024855,0.111682,0.033977,-0.060568,0.094159,-0.014925,0.063362,0.045501,-0.002112,0.120934,-0.025686,0.25303,-0.023081,0.221796,0.125606,0.019179,0.018992,0.077143,0.031642,0.028182,0.004198,0.047034,-0.061977,-0.054507,0.005329,0.011594,0.078058,-0.099871,0.015975,0.060456,0.035094,-0.035267,-0.075724,-0.089744,0.028204,0.047988,0.026171
Y2010M3,0.042194,0.047695,0.109271,0.05571,0.06154,0.065098,0.023061,0.044819,0.186047,0.035901,0.127368,0.102587,-0.010066,0.070223,0.020787,0.034887,0.120935,-0.024353,0.055606,0.103192,0.077816,0.068965,0.108564,0.032618,0.19226,-0.084942,0.012167,0.355556,0.034689,0.056779,-0.029924,0.142857,-0.02649,-0.032787,-0.219808,0.082863,0.027755,-0.049984,0.096154,-0.041523,0.040786,0.042584,0.070769,0.03676,0.060052,0.087827,0.113013,0.040533,-0.049383,0.053791,0.051593,0.240796,-0.113506,0.036378,0.06627,-0.065153,0.03286,0.081263,0.075623,-0.136364,0.190293,0.102111,0.042886,0.126488,0.134345,-0.002418,0.201258,0.025373,0.062433,0.038646,0.024027,0.050619,0.102726,0.055276,0.092809,0.132082,-0.017857,-0.002217,0.036191,0.108882,0.072541,0.066667,-0.001434,0.005608,0.089661,0.255893,0.062651,0.220657,0.050984,0.076057,0.241879
Y2010M4,-0.024291,0.036525,0.026866,0.104101,0.017832,0.07197,0.007519,-0.021696,0.461874,0.129805,-0.087146,0.043407,0.086898,0.046033,0,0.01345,0.012394,0.055556,0.050745,0.114754,0.065747,0.182796,-0.009793,0.028885,0.143646,0.048825,0.015448,0.029508,-0.011472,0.021572,-0.013388,0.004167,0.019048,0.211061,-0.02686,0.074153,0.021635,0.024576,0.666667,0.281588,-0.152136,0.053803,0.724138,0.029917,0.037931,0.056298,0.078273,0.004536,0.075325,0.021209,-0.028182,0.266239,0.165757,0.024812,0.012749,0.082734,0.172113,-0.019876,0.037639,-0.040936,-0.008781,0.040089,0.028976,0.142762,0.153773,0.078182,0.089481,-0.068878,0.025329,-0.024076,0.001378,0.001262,0.047485,-0.051082,-0.006961,0.065887,0.456364,0.115556,-0.027165,0.080103,0.025554,0.013393,0.013385,-0.012082,0.023743,-0.010337,0.321995,0.038462,-0.012482,0.036733,0.19866
Y2010M5,-0.045643,-0.081797,-0.129845,-0.092857,-0.077672,-0.119381,-0.013433,-0.063846,-0.09538,-0.104295,-0.023541,-0.090267,0.0123,0.03963,-0.052364,-0.000871,-0.089316,-0.084104,-0.115143,-0.231834,-0.078844,-0.130909,-0.042857,-0.08176,-0.098128,-0.135632,-0.05396,0.697452,-0.06383,-0.015621,0.00059,-0.079668,-0.017356,-0.11619,-0.112393,-0.090245,-0.097255,-0.051689,-0.246316,-0.250704,-0.035432,-0.103181,0.1,-0.113502,-0.125771,-0.12421,-0.050468,-0.065206,0.009662,-0.011268,-0.038354,-0.117163,-0.247652,-0.05096,-0.106216,0.027824,-0.13197,-0.092949,-0.136463,0.121951,-0.055987,-0.046253,-0.042982,-0.106915,0.033388,-0.142777,-0.133027,0.079178,0.030797,-0.019935,0.019985,-0.06493,-0.07386,-0.106752,-0.147196,-0.049312,-0.131086,-0.023904,-0.069266,-0.126794,-0.029568,-0.171806,0.041183,-0.074318,-0.088253,-0.017413,-0.204974,-0.222222,-0.040163,-0.057419,-0.09468
Y2010M6,0.086957,0.062174,-0.14922,-0.032021,-0.051351,0.003293,-0.001513,0.022795,-0.265239,-0.057908,-0.070318,-0.072476,-0.170109,0.019411,0.099616,0.021923,-0.071319,-0.010483,-0.076164,0.037162,-0.084082,-0.207692,-0.021152,-0.033613,-0.071644,-0.132314,0.0375,-0.416529,-0.057851,-0.096872,0.051297,-0.071235,-0.008152,0.03493,0.01259,-0.115487,-0.008036,-0.076594,-0.198296,-0.225564,0.168898,-0.034277,-0.271624,-0.04915,0.046688,-0.066529,-0.020874,-0.137221,-0.08134,-0.06771,-0.016342,-0.113851,-0.062997,0.033699,-0.014084,-0.060606,-0.129907,0.029682,-0.1393,-0.25,-0.060606,0.037341,0.028212,0.000651,-0.024566,-0.107541,-0.135053,-0.046458,-0.002317,0.044007,0.000631,0.067839,-0.028362,0.037485,-0.034703,-0.054646,-0.102012,-0.130612,-0.021235,-0.024658,0.016438,-0.021277,-0.008638,-0.053862,-0.064255,-0.088045,-0.147789,-0.028571,-0.098545,-0.097899,-0.035857
Y2010M7,-0.044,0.039119,0.044503,0.041542,0.066308,0.09416,-0.045455,0.112618,0.139013,0.093853,0.068795,0.070698,0.079764,-0.189034,0.042958,0.029065,0.176432,0.053561,0.003678,-0.150923,0.078364,0.120035,-0.014406,-0.019611,0.130545,0.088123,0.067294,0.10936,0.092105,0.134202,0.014577,-0.029126,-0.035616,0.010919,0.087816,0.161627,0.044583,0.179784,0.062332,0.082524,0.074714,0.101852,0.28125,0.144863,0.025934,-0.180089,-0.000987,0.126242,0.042969,0.050517,0.099561,0.005728,0.432465,0.057252,0.108036,0.082581,0.292663,0.027454,0.22283,0.478261,0.055876,0.033802,0.026836,0.099346,0.147003,-0.076414,0.221637,0.071885,0.064617,0.000124,0.006534,0.04492,0.113303,0.061531,-0.015355,-0.008346,-0.08,0.042253,0.009753,0.014045,0.045781,0.043478,0.021997,0.040816,0.069454,-0.144047,-0.21519,0.053922,0.09889,0.068991,0.010331
Y2010M8,-0.112971,0.005072,0.112782,-0.102972,-0.042437,-0.014884,0.04127,0.033578,-0.312992,-0.141994,-0.154571,-0.03257,-0.084359,-0.072702,0.036462,0.015752,-0.039674,0.036454,-0.074617,-0.099744,-0.075497,-0.163636,-0.069428,-0.109832,-0.180223,0.030282,-0.017314,0.101449,-0.046185,-0.137793,-0.001149,0.03,0.09517,0.004793,0.009375,-0.080465,-0.031003,-0.162197,-0.147261,0.022422,0.001316,-0.131653,-0.128455,-0.051282,-0.059656,-0.130286,-0.115499,-0.158175,-0.121099,-0.029311,0.014017,-0.136696,-0.214165,0.009448,-0.021757,0.139452,-0.267857,-0.08384,-0.108456,0.02951,-0.121385,0.033121,0.03549,-0.02497,0.01432,-0.280827,-0.07731,0.005713,0.021491,-0.016269,0.0758,0.007011,-0.016726,0.016494,0.063353,-0.056733,0.095652,-0.040541,-0.020501,-0.044321,0.020581,-0.177031,0.027343,-0.123839,-0.075878,-0.130671,-0.203226,-0.093023,-0.04252,-0.041165,-0.05726
Y2010M9,-0.056604,0.030244,-0.054054,0.081081,0.075625,0.020999,0.088415,0.020267,-0.123209,0.040141,0.111396,0.11465,0.093128,0.058267,0.052638,0.00585,0.119174,0.110163,0.152628,0.150568,0.107199,0.164461,0.029024,0.109392,0.110117,0.17635,-0.017253,-0.018421,-0.010276,0.109438,0.051784,0.378641,0.037613,0.029566,0.058326,0.141972,0.100927,0.129586,0.334615,0.100877,0.013549,0.16129,0.087851,0.148061,0.11828,0.129412,0.212475,0.125968,0.340909,-0.012975,0.055071,0.133843,0.123583,0.015217,0.116145,0.026499,0.101916,0.180812,0.13465,-0.023902,0.104738,-0.061615,-0.019085,0.089024,-0.050353,0.336283,0.134375,0.179303,0.077034,0.12936,-0.020758,0.0617,0.014127,0.057951,0.056829,0.169531,-0.069841,0.075117,0.097404,0.101449,0.054451,0.189798,0.002547,0.031802,0.065902,0.108142,-0.093117,-0.138462,0.060292,0.115261,-0.0141
Y2010M10,0.12,0.025436,0.17381,-0.036878,0.027207,0.116692,-0.037815,0.048167,0.493464,0.066351,0.087942,-0.010612,0.033073,0.022197,-0.012477,0.012813,0.008434,0.037922,-0.018142,-0.107407,0.030877,-0.029221,0.083333,-0.093446,0.032948,0.152818,0.026655,0.018767,0.006479,-0.082985,0.004545,0.133803,-0.01625,0.092127,0.032599,0.13472,0.031314,0.140981,0.121037,0.151394,0.126144,0.041389,0.154639,0.098772,0.045673,-0.069817,0.07624,0.032812,0.247881,-0.016311,0.047847,0.203204,0.098943,0.028017,0.02583,0.076427,0.139396,0.025,0.110127,0.024488,0.016366,0,-0.005076,0.051181,0.088206,0.091887,-0.014233,0.090262,0.052297,0.079633,0.002023,0.049368,0.049714,0.030675,0.066784,0.04733,-0.001707,-0.034934,0.019256,0.036842,0.031077,-0.202128,-0.011069,0.03653,0.019244,0.103617,-0.125,0.059524,0.040355,0.050548,-0.174918
Y2010M11,0.116071,-0.028063,-0.075051,0.019844,-0.006097,0.007926,0.070597,-0.000225,0.190372,0.044444,-0.035164,-0.076023,-0.00578,0.005076,0,-0.075795,-0.014375,-0.12506,-0.014973,-0.030429,0.02409,0.040268,-0.002367,0.038364,0.016288,0.02621,0.019349,0.026316,0.01073,0.036426,0.028846,-0.006211,0.151207,0.044728,-0.016914,0.075694,0.067823,0.050575,-0.002571,0.031142,0.074532,-0.021072,-0.001488,-0.002329,-0.008046,-0.025777,0.0562,0.061548,-0.258065,0.072665,0.037345,-0.048353,-0.015782,-0.017581,0.013669,0.015147,0.013594,-0.031443,0.127067,-0.066756,-0.041481,-0.015084,-0.059189,-0.126271,-0.040984,-0.207733,0.045878,-0.159086,0.070941,-0.025915,-0.056167,0.051028,-0.09159,-0.034439,0.168863,0.036962,-0.059829,0.493213,-0.02303,-0.005076,0.011042,-0.073333,-0.041441,0.093612,-0.008281,0.311447,-0.219388,-0.140449,-0.054497,0.020866,0.145333
Y2010M12,0.032,-0.023176,0.554825,0.160318,0.079706,0.023141,0.180829,0.023108,0.4375,0.149544,0.115641,0.053345,0.063059,0.046016,0.100505,-0.028313,0.095784,0.071928,0.106727,0.182596,0.075293,0.255645,0.125304,0.089728,0.082137,0.188605,-0.011356,-0.174359,0.14862,0.017024,0.020341,-0.1375,0.039735,-0.002595,-0.01478,0.070739,0.076256,0.180167,0.020619,0.248322,0.07396,0.084469,0.080597,0.051821,0.053071,0.258366,0.075657,0.021814,-0.045767,0.078427,0.041159,0.081906,0.064588,0.002161,0.129166,0.032017,0.145028,0.106302,0.07038,-0.153061,0.127036,0.041115,-0.046818,0.111451,0.031576,0.098565,-0.02681,-0.07602,0.020564,0.030698,-0.033979,0.008929,0.10427,0.104359,0.000705,0.010927,0.023455,-0.286364,0.053941,0.040816,0.060011,-0.151079,-0.015815,0.226586,0.104542,0.05557,0.27451,0.071895,0.04126,0.035823,-0.005821
Y2011M1,0.147287,0.03681,0.131171,-0.095644,0.028502,0.01592,-0.031664,-0.022819,0.014066,-0.055526,0.046512,0.008584,-0.071641,-0.021727,-0.024292,-0.015289,0.081325,-0.044105,0.038338,-0.013269,-0.003188,0.021837,-0.083243,0.102086,-0.071274,0.056198,0.057612,0.062112,-0.038817,0.082613,-0.005022,0.311594,0.008493,0.128067,0.02459,-0.040576,0.034308,-0.029067,-0.131818,0.212366,-0.012748,0.078143,0.070442,-0.013316,0.06338,-0.019436,-0.07791,-0.267977,0.199041,0.03912,-0.044397,-0.059876,-0.084519,-0.011014,-0.003201,0.066867,-0.098914,-0.019563,-0.044702,0.210843,0.033547,0.092584,-0.014541,-0.042129,-0.127273,0.309233,0.008264,0.017553,-0.098074,0.151844,-0.032301,0,0.051597,-0.012759,0.067616,-0.016986,0.017055,0.050955,0.008,0.041667,0.024535,1.118644,-0.017783,-0.075534,0.024027,-0.048186,-0.128205,0.219512,0.072898,-0.000591,0.118267
Y2011M2,0.094595,0.011538,-0.086035,0.018325,0.040292,0.048159,0.01083,0.016255,0.259773,0.082867,0.066921,0.060345,-0.021461,-0.095421,0.013693,0.022648,0.068903,-0.108079,0.053269,0.180929,0.039983,0.034026,0.07783,0.053753,0.140532,0.014476,0.015347,0.072544,0.063462,-0.069825,0.005609,0.209945,0.044211,0.068324,0.003805,0.023913,0.04891,0.056604,-0.002327,0.062084,0.040385,0.060356,0.08129,0.066127,-0.016556,0.019182,0.063268,0.012336,-0.04104,-0.013024,0.017025,0.068082,0.004127,0.002065,-0.053308,0.064935,-0.014726,-0.002966,-0.018321,-0.004975,0.063753,-0.017671,0.044062,-0.019097,-0.081751,0.039255,0.022086,-0.058066,-0.00514,-0.069134,0.014762,0.083142,0.041018,0.037964,0.08,0.087184,0.039301,0,0.034709,0.022353,0.021745,-0.213333,0.023246,0.239787,0.028515,0.093427,-0.194118,-0.04995,-0.03084,0.047028,-0.034555
Y2011M3,0.083025,0.024706,-0.021828,-0.05347,-0.000403,0.051144,-0.047619,0.045063,-0.081081,-0.081696,-0.054453,-0.013008,0.009333,0.161867,0.025928,0.009733,0.02519,0.143878,-0.008831,-0.112836,0.023466,-0.106033,-0.002203,-0.029034,0.086222,0.012727,0.028361,0.065947,-0.154747,-0.008043,0.007808,0.022283,0.198589,-0.00223,0.012328,0.034855,0.018124,0.027024,0.45481,-0.05428,-0.012195,0,-0.009558,-0.051055,0.01431,-0.023839,0.083558,-0.076923,-0.040627,0.087835,0.045213,-0.011773,0.005023,0.000593,0.008311,0.104719,0.047554,0.036883,0.186822,0.73,-0.010554,0.026915,0.017528,-0.00236,-0.008903,-0.28233,0.068395,0.070157,0.103339,-0.019688,0.009764,-0.009596,-0.022194,-0.015953,-0.040741,0.046358,0.033613,0.008081,0.023386,0.30725,-0.007354,-0.237288,0.015348,-0.004298,-0.020303,0.033512,0.70073,0.026262,-0.001178,-0.000452,-0.059653
Y2011M4,0.07723,0.012702,-0.057183,0.032952,0.029619,0.059039,-0.001262,0.039852,0.04793,0.015203,0.042316,0.058484,-0.034965,0.04096,0.002872,0.001878,0.03056,0.083925,0.015139,0.031505,0.014784,0.042945,0.002207,0.077978,0.039957,-0.049886,0.034244,0.129156,0.036957,-0.004865,0.02235,-0.124531,-0.026072,-0.02982,0.035051,0.007523,0.003191,-0.009279,0.212425,-0.099338,-0.135802,-0.028352,-0.022919,0.078924,0.046473,-0.122977,0.04878,-0.007426,-0.006043,-0.075504,0.016883,0.106517,-0.082235,0.008048,0.076535,0.029758,-0.061849,0.063683,-0.033815,-0.017341,0.012286,0.027823,0.010529,0.064286,0.080846,0.045495,-0.048117,0.174259,0.035663,0.001889,0.007301,0.027397,0.05361,0.101226,0.027947,0.127733,0.110569,0.006012,0.064124,0.010563,0.029995,-0.151556,-0.003369,0.041727,0.006857,0.130941,0.030043,-0.066667,0.055162,0.041212,0.147635
Y2011M5,-0.174603,0.048739,-0.068047,-0.047983,-0.013699,-0.039496,-0.035032,0.086526,-0.10499,-0.001664,-0.029255,0.004724,-0.108213,-0.043358,0.007446,0.036478,-0.009818,-0.063977,0.045007,0.033937,-0.023059,0,-0.049559,0.038467,-0.032491,-0.078156,0.061599,-0.218573,-0.041929,-0.016295,0.016256,0.147959,-0.006908,-0.065671,-0.006979,0.036735,-0.031807,-0.151019,-0.087603,-0.044118,-0.011714,-0.06831,-0.046914,-0.040181,0.054322,-0.052399,-0.029054,-0.148795,-0.23013,-0.041144,-0.009635,0.096263,-0.027819,0.031845,-0.015,-0.090422,-0.083969,-0.044662,-0.023828,-0.252941,-0.00642,-0.013731,0.070816,-0.087248,-0.212064,-0.087884,-0.137143,-0.076355,0.108522,-0.00913,0.039684,-0.027154,0.004747,0.018312,0.163077,0.005714,-0.036603,-0.033865,0.019408,-0.012195,0.075074,-0.062336,0.022371,-0.076657,-0.027146,-0.061552,-0.0875,0.005495,0.001133,0.001904,0.00201
Y2011M6,-0.134615,-0.007559,-0.031746,-0.039878,-0.021354,-0.014686,-0.007795,-0.019665,-0.058072,-0.102222,-0.042953,-0.091693,0.036295,-0.006026,-0.051677,0.015573,0.004472,-0.004421,-0.028287,-0.06674,-0.014035,-0.038008,-0.035629,-0.067296,-0.014392,0.04913,-0.030804,-0.228985,0.056893,-0.077305,0.030888,-0.137778,0.017391,0.062001,-0.015391,-0.084974,-0.031373,-0.091699,-0.168478,-0.223077,0.006522,0.057538,0.038911,-0.015457,-0.018804,-0.03271,-0.046037,-0.009766,-0.065341,-0.072088,0.014219,-0.085082,0.108329,-0.002322,-0.036802,0.032283,-0.002273,-0.025086,-0.033401,-0.11811,-0.031547,-0.031011,-0.044888,-0.036765,0.064308,-0.033676,0.047886,-0.042667,0.045184,0.035779,0.023519,0.011344,-0.056579,-0.042936,-0.017391,-0.028612,0.026596,-0.026804,-0.015047,-0.059965,-0.010494,-0.083799,0.016613,0.000748,-0.028253,0.000234,-0.035616,-0.103825,-0.068439,-0.007311,-0.028084
Y2011M7,-0.014815,-0.056128,0.031148,-0.073474,-0.034969,0.001888,-0.060118,-0.036926,-0.135635,-0.01547,-0.079122,0.047455,-0.036412,-0.04349,0.029607,0.000303,-0.062538,0.047372,-0.00499,-0.049238,-0.027645,-0.036785,-0.002463,-0.050316,0.014603,0.108579,-0.041331,0.003759,0.049689,-0.055655,-0.069845,0.07732,-0.008547,-0.02288,-0.042942,-0.124776,0.001376,0.05591,0.045752,0.320132,-0.066523,-0.05877,0.058677,-0.093327,-0.05826,0.091056,-0.064998,-0.227811,0.130699,-0.141398,0.0107,-0.070064,-0.119871,-0.005271,-0.001318,-0.083892,-0.045004,-0.001754,0.009806,0.258929,-0.038658,-0.027431,-0.042256,-0.067265,-0.125639,0.103582,0.069519,0.070102,-0.005854,-0.023955,-0.01463,-0.011887,0.059158,-0.010898,-0.002789,-0.081993,0.006662,0.025424,-0.038971,-0.050657,-0.028506,0.079268,0.0036,0.041853,-0.0327,0.042389,0.035038,0.097561,0.023679,-0.016998,-0.026832
Y2011M8,0.338346,-0.043201,-0.08744,-0.201061,-0.058976,0.0002,-0.002086,0.038542,0.025678,-0.183532,-0.010346,-0.170976,-0.033406,0.00248,0.046361,0.032268,-0.082254,0.05139,-0.070995,-0.027127,-0.083129,-0.200709,-0.064198,-0.052149,-0.077559,-0.067664,-0.027199,-0.011236,-0.112426,-0.276299,0.080453,-0.210526,-0.158621,0.06814,-0.006708,-0.054426,-0.064217,-0.294964,0.072708,-0.18,-0.066482,-0.030488,-0.007075,-0.134199,0.041921,-0.166174,-0.001781,-0.275862,-0.080645,-0.15576,0.035877,-0.283562,-0.088328,-0.004,-0.093668,-0.03495,-0.109425,0.082889,-0.201214,-0.028369,-0.03485,0.039744,0.033451,-0.085165,-0.058867,-0.32193,-0.156364,-0.095011,0.078514,-0.004949,0.059017,0.029397,-0.112073,-0.06269,-0.184564,-0.09125,-0.088235,-0.109504,-0.033414,-0.136364,0.051349,-0.124294,0.03,-0.22023,-0.09047,-0.11081,-0.054895,-0.211111,-0.063721,-0.046855,-0.078473
